Destino	Concepto turístico	Tipo de dato	Periodo	Total
17 Rioja, La	Pernoctaciones	Valor absoluto	2015	5.294.092
17 Rioja, La	Pernoctaciones	Distribución porcentual	2023	0,7
17 Rioja, La	Pernoctaciones	Distribución porcentual	2022	0,8
17 Rioja, La	Pernoctaciones	Distribución porcentual	2021	0,8
17 Rioja, La	Pernoctaciones	Distribución porcentual	2020	0,8
17 Rioja, La	Pernoctaciones	Distribución porcentual	2019	0,7
17 Rioja, La	Pernoctaciones	Distribución porcentual	2018	0,7
17 Rioja, La	Pernoctaciones	Distribución porcentual	2017	0,7
17 Rioja, La	Pernoctaciones	Distribución porcentual	2016	0,6
17 Rioja, La	Pernoctaciones	Distribución porcentual	2015	0,7
17 Rioja, La	Pernoctaciones	Variación anual	2023	-9,48
17 Rioja, La	Pernoctaciones	Variación anual	2022	24,9
17 Rioja, La	Pernoctaciones	Variación anual	2021	33,83
17 Rioja, La	Pernoctaciones	Variación anual	2020	-28,94
17 Rioja, La	Pernoctaciones	Variación anual	2019	-2,48
17 Rioja, La	Pernoctaciones	Variación anual	2018	-0,39
17 Rioja, La	Pernoctaciones	Variación anual	2017	14,57
17 Rioja, La	Pernoctaciones	Variación anual	2016	-11,16
17 Rioja, La	Pernoctaciones	Variación anual	2015	""
17 Rioja, La	Gasto total	Valor absoluto	2023	304.988,97
17 Rioja, La	Gasto total	Valor absoluto	2022	291.629,8
17 Rioja, La	Gasto total	Valor absoluto	2021	198.101,6
17 Rioja, La	Gasto total	Valor absoluto	2020	123.394,83
17 Rioja, La	Gasto total	Valor absoluto	2019	236.569,84
17 Rioja, La	Gasto total	Valor absoluto	2018	220.439,64
17 Rioja, La	Gasto total	Valor absoluto	2017	214.559,39
17 Rioja, La	Gasto total	Valor absoluto	2016	177.114,74
17 Rioja, La	Gasto total	Valor absoluto	2015	185.340,33
17 Rioja, La	Gasto total	Distribución porcentual	2023	0,5
17 Rioja, La	Gasto total	Distribución porcentual	2022	0,6
17 Rioja, La	Gasto total	Distribución porcentual	2021	0,6
17 Rioja, La	Gasto total	Distribución porcentual	2020	0,6
17 Rioja, La	Gasto total	Distribución porcentual	2019	0,5
17 Rioja, La	Gasto total	Distribución porcentual	2018	0,5
17 Rioja, La	Gasto total	Distribución porcentual	2017	0,5
17 Rioja, La	Gasto total	Distribución porcentual	2016	0,4
17 Rioja, La	Gasto total	Distribución porcentual	2015	0,5
17 Rioja, La	Gasto total	Variación anual	2023	4,58
17 Rioja, La	Gasto total	Variación anual	2022	47,21
17 Rioja, La	Gasto total	Variación anual	2021	60,54
17 Rioja, La	Gasto total	Variación anual	2020	-47,84
17 Rioja, La	Gasto total	Variación anual	2019	7,32
17 Rioja, La	Gasto total	Variación anual	2018	2,74
17 Rioja, La	Gasto total	Variación anual	2017	21,14
17 Rioja, La	Gasto total	Variación anual	2016	-4,44
17 Rioja, La	Gasto total	Variación anual	2015	""
17 Rioja, La	Gasto medio por persona	Valor absoluto	2023	183,4
17 Rioja, La	Gasto medio por persona	Valor absoluto	2022	170,77
17 Rioja, La	Gasto medio por persona	Valor absoluto	2021	149,55
17 Rioja, La	Gasto medio por persona	Valor absoluto	2020	139,44
17 Rioja, La	Gasto medio por persona	Valor absoluto	2019	144,86
17 Rioja, La	Gasto medio por persona	Valor absoluto	2018	134,01
17 Rioja, La	Gasto medio por persona	Valor absoluto	2017	126,09
17 Rioja, La	Gasto medio por persona	Valor absoluto	2016	123,59
17 Rioja, La	Gasto medio por persona	Valor absoluto	2015	111,82
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2023	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2022	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2021	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2020	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2019	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2018	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2017	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2016	""
17 Rioja, La	Gasto medio por persona	Distribución porcentual	2015	""
17 Rioja, La	Gasto medio por persona	Variación anual	2023	7,4
17 Rioja, La	Gasto medio por persona	Variación anual	2022	14,19
17 Rioja, La	Gasto medio por persona	Variación anual	2021	7,25
17 Rioja, La	Gasto medio por persona	Variación anual	2020	-3,74
17 Rioja, La	Gasto medio por persona	Variación anual	2019	8,1
17 Rioja, La	Gasto medio por persona	Variación anual	2018	6,28
17 Rioja, La	Gasto medio por persona	Variación anual	2017	2,02
17 Rioja, La	Gasto medio por persona	Variación anual	2016	10,52
17 Rioja, La	Gasto medio por persona	Variación anual	2015	""
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2023	54,19
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2022	46,9
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2021	39,8
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2020	33,17
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2019	45,19
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2018	41,07
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2017	39,82
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2016	37,66
17 Rioja, La	Gasto medio diario por persona	Valor absoluto	2015	35,01
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2023	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2022	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2021	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2020	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2019	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2018	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2017	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2016	""
17 Rioja, La	Gasto medio diario por persona	Distribución porcentual	2015	""
17 Rioja, La	Gasto medio diario por persona	Variación anual	2023	15,53
17 Rioja, La	Gasto medio diario por persona	Variación anual	2022	17,86
17 Rioja, La	Gasto medio diario por persona	Variación anual	2021	19,96
17 Rioja, La	Gasto medio diario por persona	Variación anual	2020	-26,59
17 Rioja, La	Gasto medio diario por persona	Variación anual	2019	10,04
17 Rioja, La	Gasto medio diario por persona	Variación anual	2018	3,14
17 Rioja, La	Gasto medio diario por persona	Variación anual	2017	5,73
17 Rioja, La	Gasto medio diario por persona	Variación anual	2016	7,57
17 Rioja, La	Gasto medio diario por persona	Variación anual	2015	""
18 Ceuta	Viajes	Valor absoluto	2023	..
18 Ceuta	Viajes	Valor absoluto	2022	..
18 Ceuta	Viajes	Valor absoluto	2021	..
18 Ceuta	Viajes	Valor absoluto	2020	..
18 Ceuta	Viajes	Valor absoluto	2019	..
18 Ceuta	Viajes	Valor absoluto	2018	117.150
18 Ceuta	Viajes	Valor absoluto	2017	..
18 Ceuta	Viajes	Valor absoluto	2016	..
18 Ceuta	Viajes	Valor absoluto	2015	..
18 Ceuta	Viajes	Distribución porcentual	2023	..
18 Ceuta	Viajes	Distribución porcentual	2022	..
18 Ceuta	Viajes	Distribución porcentual	2021	..
18 Ceuta	Viajes	Distribución porcentual	2020	..
18 Ceuta	Viajes	Distribución porcentual	2019	..
18 Ceuta	Viajes	Distribución porcentual	2018	0,1
18 Ceuta	Viajes	Distribución porcentual	2017	..
18 Ceuta	Viajes	Distribución porcentual	2016	..
18 Ceuta	Viajes	Distribución porcentual	2015	..
18 Ceuta	Viajes	Variación anual	2023	..
18 Ceuta	Viajes	Variación anual	2022	..
18 Ceuta	Viajes	Variación anual	2021	..
18 Ceuta	Viajes	Variación anual	2020	..
18 Ceuta	Viajes	Variación anual	2019	..
18 Ceuta	Viajes	Variación anual	2018	..
18 Ceuta	Viajes	Variación anual	2017	..
18 Ceuta	Viajes	Variación anual	2016	..
18 Ceuta	Viajes	Variación anual	2015	""
18 Ceuta	Duración media de los viajes	Valor absoluto	2023	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2022	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2021	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2020	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2019	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2018	3,93
18 Ceuta	Duración media de los viajes	Valor absoluto	2017	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2016	..
18 Ceuta	Duración media de los viajes	Valor absoluto	2015	..
18 Ceuta	Duración media de los viajes	Distribución porcentual	2023	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2022	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2021	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2020	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2019	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2018	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2017	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2016	""
18 Ceuta	Duración media de los viajes	Distribución porcentual	2015	""
18 Ceuta	Duración media de los viajes	Variación anual	2023	..
18 Ceuta	Duración media de los viajes	Variación anual	2022	..
18 Ceuta	Duración media de los viajes	Variación anual	2021	..
18 Ceuta	Duración media de los viajes	Variación anual	2020	..
18 Ceuta	Duración media de los viajes	Variación anual	2019	..
18 Ceuta	Duración media de los viajes	Variación anual	2018	..
18 Ceuta	Duración media de los viajes	Variación anual	2017	..
18 Ceuta	Duración media de los viajes	Variación anual	2016	..
18 Ceuta	Duración media de los viajes	Variación anual	2015	""
18 Ceuta	Pernoctaciones	Valor absoluto	2023	..
18 Ceuta	Pernoctaciones	Valor absoluto	2022	..
18 Ceuta	Pernoctaciones	Valor absoluto	2021	..
18 Ceuta	Pernoctaciones	Valor absoluto	2020	..
18 Ceuta	Pernoctaciones	Valor absoluto	2019	..
18 Ceuta	Pernoctaciones	Valor absoluto	2018	459.877
18 Ceuta	Pernoctaciones	Valor absoluto	2017	..
18 Ceuta	Pernoctaciones	Valor absoluto	2016	..
18 Ceuta	Pernoctaciones	Valor absoluto	2015	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2023	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2022	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2021	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2020	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2019	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2018	0,1
18 Ceuta	Pernoctaciones	Distribución porcentual	2017	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2016	..
18 Ceuta	Pernoctaciones	Distribución porcentual	2015	..
18 Ceuta	Pernoctaciones	Variación anual	2023	..
18 Ceuta	Pernoctaciones	Variación anual	2022	..
18 Ceuta	Pernoctaciones	Variación anual	2021	..
18 Ceuta	Pernoctaciones	Variación anual	2020	..
18 Ceuta	Pernoctaciones	Variación anual	2019	..
18 Ceuta	Pernoctaciones	Variación anual	2018	..
18 Ceuta	Pernoctaciones	Variación anual	2017	..
18 Ceuta	Pernoctaciones	Variación anual	2016	..
18 Ceuta	Pernoctaciones	Variación anual	2015	""
18 Ceuta	Gasto total	Valor absoluto	2023	..
18 Ceuta	Gasto total	Valor absoluto	2022	..
18 Ceuta	Gasto total	Valor absoluto	2021	..
18 Ceuta	Gasto total	Valor absoluto	2020	..
18 Ceuta	Gasto total	Valor absoluto	2019	..
18 Ceuta	Gasto total	Valor absoluto	2018	30.719,79
18 Ceuta	Gasto total	Valor absoluto	2017	..
18 Ceuta	Gasto total	Valor absoluto	2016	..
18 Ceuta	Gasto total	Valor absoluto	2015	..
18 Ceuta	Gasto total	Distribución porcentual	2023	..
18 Ceuta	Gasto total	Distribución porcentual	2022	..
18 Ceuta	Gasto total	Distribución porcentual	2021	..
18 Ceuta	Gasto total	Distribución porcentual	2020	..
18 Ceuta	Gasto total	Distribución porcentual	2019	..
18 Ceuta	Gasto total	Distribución porcentual	2018	0,1
18 Ceuta	Gasto total	Distribución porcentual	2017	..
18 Ceuta	Gasto total	Distribución porcentual	2016	..
18 Ceuta	Gasto total	Distribución porcentual	2015	..
18 Ceuta	Gasto total	Variación anual	2023	..
18 Ceuta	Gasto total	Variación anual	2022	..
18 Ceuta	Gasto total	Variación anual	2021	..
18 Ceuta	Gasto total	Variación anual	2020	..
18 Ceuta	Gasto total	Variación anual	2019	..
18 Ceuta	Gasto total	Variación anual	2018	..
18 Ceuta	Gasto total	Variación anual	2017	..
18 Ceuta	Gasto total	Variación anual	2016	..
18 Ceuta	Gasto total	Variación anual	2015	""
18 Ceuta	Gasto medio por persona	Valor absoluto	2023	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2022	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2021	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2020	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2019	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2018	262,23
18 Ceuta	Gasto medio por persona	Valor absoluto	2017	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2016	..
18 Ceuta	Gasto medio por persona	Valor absoluto	2015	..
18 Ceuta	Gasto medio por persona	Distribución porcentual	2023	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2022	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2021	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2020	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2019	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2018	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2017	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2016	""
18 Ceuta	Gasto medio por persona	Distribución porcentual	2015	""
18 Ceuta	Gasto medio por persona	Variación anual	2023	..
18 Ceuta	Gasto medio por persona	Variación anual	2022	..
18 Ceuta	Gasto medio por persona	Variación anual	2021	..
18 Ceuta	Gasto medio por persona	Variación anual	2020	..
18 Ceuta	Gasto medio por persona	Variación anual	2019	..
18 Ceuta	Gasto medio por persona	Variación anual	2018	..
18 Ceuta	Gasto medio por persona	Variación anual	2017	..
18 Ceuta	Gasto medio por persona	Variación anual	2016	..
18 Ceuta	Gasto medio por persona	Variación anual	2015	""
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2023	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2022	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2021	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2020	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2019	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2018	66,8
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2017	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2016	..
18 Ceuta	Gasto medio diario por persona	Valor absoluto	2015	..
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2023	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2022	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2021	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2020	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2019	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2018	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2017	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2016	""
18 Ceuta	Gasto medio diario por persona	Distribución porcentual	2015	""
18 Ceuta	Gasto medio diario por persona	Variación anual	2023	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2022	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2021	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2020	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2019	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2018	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2017	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2016	..
18 Ceuta	Gasto medio diario por persona	Variación anual	2015	""
19 Melilla	Viajes	Valor absoluto	2023	..
19 Melilla	Viajes	Valor absoluto	2022	..
19 Melilla	Viajes	Valor absoluto	2021	..
19 Melilla	Viajes	Valor absoluto	2020	..
19 Melilla	Viajes	Valor absoluto	2019	..
19 Melilla	Viajes	Valor absoluto	2018	..
19 Melilla	Viajes	Valor absoluto	2017	..
19 Melilla	Viajes	Valor absoluto	2016	..
19 Melilla	Viajes	Valor absoluto	2015	..
19 Melilla	Viajes	Distribución porcentual	2023	..
19 Melilla	Viajes	Distribución porcentual	2022	..
19 Melilla	Viajes	Distribución porcentual	2021	..
19 Melilla	Viajes	Distribución porcentual	2020	..
19 Melilla	Viajes	Distribución porcentual	2019	..
19 Melilla	Viajes	Distribución porcentual	2018	..
19 Melilla	Viajes	Distribución porcentual	2017	..
19 Melilla	Viajes	Distribución porcentual	2016	..
