Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Educación superior	Viajes	Distribución porcentual del acumulado	2018T1	48,1
Educación superior	Viajes	Distribución porcentual del acumulado	2017T4	47
Educación superior	Viajes	Distribución porcentual del acumulado	2017T3	46,7
Educación superior	Viajes	Distribución porcentual del acumulado	2017T2	47,8
Educación superior	Viajes	Distribución porcentual del acumulado	2017T1	47,9
Educación superior	Viajes	Distribución porcentual del acumulado	2016T4	47,3
Educación superior	Viajes	Distribución porcentual del acumulado	2016T3	47
Educación superior	Viajes	Distribución porcentual del acumulado	2016T2	47,5
Educación superior	Viajes	Distribución porcentual del acumulado	2016T1	48,5
Educación superior	Viajes	Distribución porcentual del acumulado	2015T4	47,9
Educación superior	Viajes	Distribución porcentual del acumulado	2015T3	48
Educación superior	Viajes	Distribución porcentual del acumulado	2015T2	49
Educación superior	Viajes	Distribución porcentual del acumulado	2015T1	49,3
Educación superior	Viajes	Variación anual	2023T4	7,43
Educación superior	Viajes	Variación anual	2023T3	5,12
Educación superior	Viajes	Variación anual	2023T2	8,09
Educación superior	Viajes	Variación anual	2023T1	6,41
Educación superior	Viajes	Variación anual	2022T4	5,48
Educación superior	Viajes	Variación anual	2022T3	4,84
Educación superior	Viajes	Variación anual	2022T2	27,5
Educación superior	Viajes	Variación anual	2022T1	116,89
Educación superior	Viajes	Variación anual	2021T4	115,3
Educación superior	Viajes	Variación anual	2021T3	21,31
Educación superior	Viajes	Variación anual	2021T2	323,28
Educación superior	Viajes	Variación anual	2021T1	-45,9
Educación superior	Viajes	Variación anual	2020T4	-55,33
Educación superior	Viajes	Variación anual	2020T3	-19,27
Educación superior	Viajes	Variación anual	2020T2	-82,6
Educación superior	Viajes	Variación anual	2020T1	-27,67
Educación superior	Viajes	Variación anual	2019T4	4,03
Educación superior	Viajes	Variación anual	2019T3	-2,02
Educación superior	Viajes	Variación anual	2019T2	0,1
Educación superior	Viajes	Variación anual	2019T1	3,08
Educación superior	Viajes	Variación anual	2018T4	-0,72
Educación superior	Viajes	Variación anual	2018T3	2,18
Educación superior	Viajes	Variación anual	2018T2	2,47
Educación superior	Viajes	Variación anual	2018T1	3,44
Educación superior	Viajes	Variación anual	2017T4	3,49
Educación superior	Viajes	Variación anual	2017T3	1,02
Educación superior	Viajes	Variación anual	2017T2	17,5
Educación superior	Viajes	Variación anual	2017T1	-2,94
Educación superior	Viajes	Variación anual	2016T4	2,34
Educación superior	Viajes	Variación anual	2016T3	5,03
Educación superior	Viajes	Variación anual	2016T2	-11,16
Educación superior	Viajes	Variación anual	2016T1	20,11
Educación superior	Viajes	Variación anual	2015T4	""
Educación superior	Viajes	Variación anual	2015T3	""
Educación superior	Viajes	Variación anual	2015T2	""
Educación superior	Viajes	Variación anual	2015T1	""
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2023T4	6,65
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2023T3	6,42
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2023T2	7,36
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2023T1	6,41
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2022T4	22,91
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2022T3	29,21
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2022T2	55,22
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2022T1	116,89
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2021T4	43,38
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2021T3	27,93
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2021T2	35,85
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2021T1	-45,9
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2020T4	-45,41
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2020T3	-42,68
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2020T2	-57,42
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2020T1	-27,67
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2019T4	0,91
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2019T3	0,08
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2019T2	1,44
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2019T1	3,08
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2018T4	1,9
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2018T3	2,62
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2018T2	2,9
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2018T1	3,44
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2017T4	4,48
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2017T3	4,75
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2017T2	7,36
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2017T1	-2,94
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2016T4	3,04
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2016T3	3,23
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2016T2	2,02
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2016T1	20,11
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2015T4	""
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2015T3	""
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2015T2	""
Educación superior	Viajes	Variación anual del acumulado en lo que va de año	2015T1	""
Educación superior	Duración media de los viajes	Valor absoluto	2023T4	3,39
Educación superior	Duración media de los viajes	Valor absoluto	2023T3	5,96
Educación superior	Duración media de los viajes	Valor absoluto	2023T2	3,25
Educación superior	Duración media de los viajes	Valor absoluto	2023T1	3,36
Educación superior	Duración media de los viajes	Valor absoluto	2022T4	3,29
Educación superior	Duración media de los viajes	Valor absoluto	2022T3	5,99
Educación superior	Duración media de los viajes	Valor absoluto	2022T2	3,25
Educación superior	Duración media de los viajes	Valor absoluto	2022T1	3,1
Educación superior	Duración media de los viajes	Valor absoluto	2021T4	3,25
Educación superior	Duración media de los viajes	Valor absoluto	2021T3	6,07
Educación superior	Duración media de los viajes	Valor absoluto	2021T2	2,73
Educación superior	Duración media de los viajes	Valor absoluto	2021T1	3,27
Educación superior	Duración media de los viajes	Valor absoluto	2020T4	3,49
Educación superior	Duración media de los viajes	Valor absoluto	2020T3	6,33
Educación superior	Duración media de los viajes	Valor absoluto	2020T2	3,43
Educación superior	Duración media de los viajes	Valor absoluto	2020T1	3,31
Educación superior	Duración media de los viajes	Valor absoluto	2019T4	3,14
Educación superior	Duración media de los viajes	Valor absoluto	2019T3	5,88
Educación superior	Duración media de los viajes	Valor absoluto	2019T2	3,14
Educación superior	Duración media de los viajes	Valor absoluto	2019T1	2,89
Educación superior	Duración media de los viajes	Valor absoluto	2018T4	3,06
Educación superior	Duración media de los viajes	Valor absoluto	2018T3	5,53
Educación superior	Duración media de los viajes	Valor absoluto	2018T2	2,99
Educación superior	Duración media de los viajes	Valor absoluto	2018T1	2,89
Educación superior	Duración media de los viajes	Valor absoluto	2017T4	3,19
Educación superior	Duración media de los viajes	Valor absoluto	2017T3	5,65
Educación superior	Duración media de los viajes	Valor absoluto	2017T2	3,07
Educación superior	Duración media de los viajes	Valor absoluto	2017T1	2,77
Educación superior	Duración media de los viajes	Valor absoluto	2016T4	3,21
Educación superior	Duración media de los viajes	Valor absoluto	2016T3	5,72
Educación superior	Duración media de los viajes	Valor absoluto	2016T2	2,86
Educación superior	Duración media de los viajes	Valor absoluto	2016T1	3,3
Educación superior	Duración media de los viajes	Valor absoluto	2015T4	3,09
Educación superior	Duración media de los viajes	Valor absoluto	2015T3	5,87
Educación superior	Duración media de los viajes	Valor absoluto	2015T2	3,09
Educación superior	Duración media de los viajes	Valor absoluto	2015T1	2,98
Educación superior	Duración media de los viajes	Distribución porcentual	2023T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2023T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2023T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2023T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2022T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2022T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2022T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2022T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2021T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2021T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2021T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2021T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2020T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2020T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2020T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2020T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2019T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2019T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2019T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2019T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2018T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2018T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2018T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2018T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2017T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2017T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2017T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2017T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2016T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2016T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2016T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2016T1	""
Educación superior	Duración media de los viajes	Distribución porcentual	2015T4	""
Educación superior	Duración media de los viajes	Distribución porcentual	2015T3	""
Educación superior	Duración media de los viajes	Distribución porcentual	2015T2	""
Educación superior	Duración media de los viajes	Distribución porcentual	2015T1	""
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2023T4	4,17
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2023T3	4,4
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2023T2	3,3
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2023T1	3,36
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2022T4	4,11
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2022T3	4,36
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2022T2	3,19
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2022T1	3,1
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2021T4	4,2
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2021T3	4,54
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2021T2	2,9
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2021T1	3,27
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2020T4	4,71
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2020T3	4,97
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2020T2	3,34
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2020T1	3,31
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2019T4	3,92
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2019T3	4,13
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2019T2	3,02
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2019T1	2,89
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2018T4	3,78
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2018T3	3,97
Educación superior	Duración media de los viajes	Acumulado en lo que va de año	2018T2	2,95
